"TID_QUEST_BUILD_SQUAD_SUPPORTER","<REQUIREMENT> Suppliers","Soutiens x<REQUIREMENT>","<REQUIREMENT> Unterstützer","<REQUIREMENT> personajes de apoyo","Serve una mano (o <REQUIREMENT>)?","<REQUIREMENT> helpers","<REQUIREMENT> Destek","サポーター<REQUIREMENT>体","지원형 <REQUIREMENT>명","Помощники: <REQUIREMENT>","<REQUIREMENT> من الداعمين","<REQUIREMENT> suportes","<REQUIREMENT>个辅助型角色","<REQUIREMENT>名輔助型角色","<REQUIREMENT> Pendukung","สายสนับสนุน <REQUIREMENT> ตัว","<REQUIREMENT> vahvistusta"
"TID_QUEST_BUILD_SQUAD_SUPPORTER_DESC","Build a Squad with <REQUIREMENT> Suppliers","Recrutez <REQUIREMENT> soutiens dans votre squad.","Stelle einen Squad mit <REQUIREMENT> Unterstützern zusammen.","Forma un escuadrón con <REQUIREMENT> personajes de apoyo.","Forma una squadra con <REQUIREMENT> aiutanti.","Stel een squad met <REQUIREMENT> helpers samen.","<REQUIREMENT> destek ile bir takım oluştur.","サポーターが<REQUIREMENT>体含まれるスクワッドを作る","<REQUIREMENT>명의 지원형 캐릭터로 스쿼드 구성","Собери отряд с не менее чем <REQUIREMENT> помощниками.","كوّن فرقة بـ <REQUIREMENT> من الداعمين","Forme um esquadrão com <REQUIREMENT> suportes.","组建一支包含<REQUIREMENT>个辅助型角色的小队","組建1支包含<REQUIREMENT>名輔助型角色的突擊隊","Bangun Skuad dengan <REQUIREMENT> Pendukung","สร้างก๊วนด้วยสายสนับสนุน <REQUIREMENT> ตัว","Valitse ryhmääsi <REQUIREMENT> vahvistusta."
"TID_QUEST_PICK_CHARACTERS_ALL_ROUNDER","Pick All-Rounders","Choisir des persos tout-terrain","Sammle Allrounder","Consigue todoterrenos","AAA tuttofare cercansi","Rekruteer alleskunners","Çok Yönlü Seç","オールラウンダー選択","만능형 선택","Выбери универсала","اختيار مقاتلين شاملين","Escolha versátil","选择全面型角色","選擇全面型角色","Pilih Serba Bisa","เลือกสายรอบด้าน","Valitse yleistaitureita"
"TID_QUEST_PICK_CHARACTERS_ALL_ROUNDER_DESC","Pick <COUNT> All-Rounders from Chests","Choisissez <COUNT> persos tout-terrain dans les coffres.","Sammle <COUNT> Allrounder aus Truhen.","Consigue <COUNT> todoterrenos en cofres.","Scegli <COUNT> tuttofare dai bauli.","Rekruteer <COUNT> alleskunners via kisten.","Sandıklardan <COUNT> çok yönlü seç.","宝箱からオールラウンダーを<COUNT>体選択する","상자에서 만능형 캐릭터 <COUNT>회 선택","Получи из сундука универсала (<COUNT>).","اختر <COUNT> من المقاتلين الشاملين من الصناديق","Colete <COUNT> versáteis em baús.","从宝箱中选择<COUNT>个全面型角色","從寶箱中選擇<COUNT>名全面型角色","Pilih <COUNT> Serba Bisa dari Peti","เลือกสายรอบด้าน <COUNT> ตัวจากหีบ","Valitse arkuista <COUNT> yleistaituria."
"TID_QUEST_PICK_CHARACTERS_ATTACKER","Pick Attackers","Choisir des attaquants","Sammle Offensivkämpfer","Consigue atacantes","AAA attaccanti cercansi","Rekruteer aanvallers","Hücum Seç","アタッカー選択","공격형 선택","Выбери нападающего","اختيار مهاجمين","Escolha ofensiva","选择输出型角色","選擇輸出型角色","Pilih Penyerang","เลือกสายโจมตี","Valitse hyökkääjiä"
"TID_QUEST_PICK_CHARACTERS_ATTACKER_DESC","Pick <COUNT> Attackers from Chests","Choisissez <COUNT> attaquants dans les coffres.","Sammle <COUNT> Offensivkämpfer aus Truhen.","Consigue <COUNT> atacantes en cofres.","Scegli <COUNT> attaccanti dai bauli.","Rekruteer <COUNT> aanvallers via kisten.","Sandıklardan <COUNT> hücum seç.","宝箱からアタッカーを<COUNT>体選択する","상자에서 공격형 캐릭터 <COUNT>회 선택","Получи из сундука нападающего (<COUNT>).","اختر <COUNT> من المهاجمين من الصناديق","Colete <COUNT> atacantes em baús.","从宝箱中选择<COUNT>个输出型角色","從寶箱中選擇<COUNT>名輸出型角色","Pilih <COUNT> Penyerang dari Peti","เลือกสายโจมตี <COUNT> ตัวจากหีบ","Valitse arkuista <COUNT> hyökkääjää."
"TID_QUEST_PICK_CHARACTERS_DEFENDER","Pick Defenders","Choisir des défenseurs","Sammle Defensivkämpfer","Consigue defensores","AAA difensori cercansi","Rekruteer verdedigers","Savunma Seç","ディフェンダー選択","방어형 선택","Выбери защитника","اختيار مدافعين","Escolha defensiva","选择防御型角色","選擇防禦型角色","Pilih Pelindung","เลือกสายป้องกัน","Valitse puolustajia"
"TID_QUEST_PICK_CHARACTERS_DEFENDER_DESC","Pick <COUNT> Defenders from Chests","Choisissez <COUNT> défenseurs dans les coffres.","Sammle <COUNT> Defensivkämpfer aus Truhen.","Consigue <COUNT> defensores en cofres.","Scegli <COUNT> difensori dai bauli.","Rekruteer <COUNT> verdedigers via kisten.","Sandıklardan <COUNT> savunma seç.","宝箱からディフェンダーを<COUNT>体選択する","상자에서 방어형 캐릭터 <COUNT>회 선택","Получи из сундука защитника (<COUNT>).","اختر <COUNT> من المدافعين من الصناديق","Colete <COUNT> defensores em baús.","从宝箱中选择<COUNT>个防御型角色","從寶箱中選擇<COUNT>名防禦型角色","Pilih <COUNT> Pelindung dari Peti","เลือกสายป้องกัน <COUNT> ตัวจากหีบ","Valitse arkuista <COUNT> puolustajaa."
"TID_QUEST_PICK_CHARACTERS_SPEEDSTER","Pick Speedsters","Choisir des sprinteurs","Sammle Sprinter","Consigue raudos","AAA sprinter cercansi","Rekruteer snelheidsduivels","Deparcı Seç","スピードスター選択","기동형 선택","Выбери спринтера","اختيار فائقي السرعة","Escolha ágil","选择敏捷型角色","選擇敏捷型角色","Pilih Sprinter","เลือกสายว่องไว","Valitse kiitureita"
"TID_QUEST_PICK_CHARACTERS_SPEEDSTER_DESC","Pick <COUNT> Speedsters from Chests","Choisissez <COUNT> sprinteurs dans les coffres.","Sammle <COUNT> Sprinter aus Truhen.","Consigue <COUNT> raudos en cofres.","Scegli <COUNT> sprinter dai bauli.","Rekruteer <COUNT> snelheidsduivels via kisten.","Sandıklardan <COUNT> deparcı seç.","宝箱からスピードスターを<COUNT>体選択する","상자에서 기동형 캐릭터 <COUNT>회 선택","Получи из сундука спринтера (<COUNT>).","اختر <COUNT> من فائقي السرعة من الصناديق","Colete <COUNT> ágeis em baús.","从宝箱中选择<COUNT>个敏捷型角色","從寶箱中選擇<COUNT>名敏捷型角色","Pilih <COUNT> Sprinter dari Peti","เลือกสายว่องไว <COUNT> ตัวจากหีบ","Valitse arkuista <COUNT> kiituria."
"TID_QUEST_PICK_CHARACTERS_HEALER","Pick Healers","Choisir des soigneurs","Sammle Heiler","Consigue sanadores","AAA guaritori cercansi","Rekruteer genezers","İyileştirici Seç","ヒーラー選択","치유형 선택","Выбери целителя","اختيار معالجين","Escolha de cura","选择治疗型角色","選擇治療型角色","Pilih Penyembuh","เลือกสายเยียวยา","Valitse parantajia"
"TID_QUEST_PICK_CHARACTERS_HEALER_DESC","Pick <COUNT> Healers from Chests","Choisissez <COUNT> soigneurs dans les coffres.","Sammle <COUNT> Heiler aus Truhen.","Consigue <COUNT> sanadores en cofres.","Scegli <COUNT> guaritori dai bauli.","Rekruteer <COUNT> genezers via kisten.","Sandıklardan <COUNT> iyileştirici seç.","宝箱からヒーラーを<COUNT>体選択する","상자에서 치유형 캐릭터 <COUNT>회 선택","Получи из сундука целителя (<COUNT>).","اختر <COUNT> من المعالجين من الصناديق","Colete <COUNT> curadores em baús.","从宝箱中选择<COUNT>个治疗型角色","從寶箱中選擇<COUNT>名治療型角色","Pilih <COUNT> Penyembuh dari Peti","เลือกสายเยียวยา <COUNT> ตัวจากหีบ","Valitse arkuista <COUNT> parantajaa."
"TID_QUEST_PICK_CHARACTERS_SUPPORTER","Pick Suppliers","Choisir des soutiens","Sammle Unterstützer","Consigue personajes de apoyo","AAA aiutanti cercansi","Rekruteer helpers","Destek Seç","サポーター選択","지원형 선택","Выбери помощника","اختيار داعمين","Escolha com suporte","选择辅助型角色","選擇輔助型角色","Pilih Pendukung","เลือกสายสนับสนุน","Valitse vahvistuksia"
"TID_QUEST_PICK_CHARACTERS_SUPPORTER_DESC","Pick <COUNT> Suppliers from Chests","Choisissez <COUNT> soutiens dans les coffres.","Sammle <COUNT> Unterstützer aus Truhen.","Consigue <COUNT> personajes de apoyo en cofres.","Scegli <COUNT> aiutanti dai bauli.","Rekruteer <COUNT> helpers via kisten.","Sandıklardan <COUNT> destek seç.","宝箱からサポーターを<COUNT>体選択する","상자에서 지원형 캐릭터 <COUNT>회 선택","Получи из сундука помощника (<COUNT>).","اختر <COUNT> من الداعمين من الصناديق","Colete <COUNT> suportes em baús.","从宝箱中选择<COUNT>个辅助型角色","從寶箱中選擇<COUNT>名輔助型角色","Pilih <COUNT> Pendukung dari Peti","เลือกสายสนับสนุน <COUNT> ตัวจากหีบ","Valitse arkuista <COUNT> vahvistusta."
"TID_QUEST_PICK_CHARACTERS_EPIC","Epic Pick","Choix épique","Sammle epische Charaktere","Elección épica","Una scelta epica","Zeldzaamheid: episch","Destansı Seçim","スーパーレアキャラ選択","영웅 선택","Эпический выбор","اختيار شخصيات استثنائية","Escolha épica","史诗选择","史詩登場","Pilih Epik","เลือกตัวอีปิค","Eeppisten valinta"
"TID_QUEST_PICK_CHARACTERS_EPIC_DESC","Pick <COUNT> Epic characters from Chests","Choisissez <COUNT> persos épiques dans les coffres.","Sammle <COUNT> epische Charaktere aus Truhen.","Consigue <COUNT> personajes épicos en los cofres.","Scegli <COUNT> personaggi epici dai bauli.","Rekruteer <COUNT> epische personages via kisten.","Sandıklardan <COUNT> destansı karakter seç.","宝箱からスーパーレアキャラクターを<COUNT>体選択する","상자에서 영웅 캐릭터 <COUNT>회 선택","Получи из сундука эпического персонажа (<COUNT>).","اختر <COUNT> من الشخصيات الاستثنائية من الصناديق","Colete <COUNT> personagens épicos em baús.","从宝箱中选择<COUNT>个史诗角色","從寶箱中選擇<COUNT>名史詩角色","Pilih <COUNT> karakter Epik dari Peti","เลือกตัวละครอีปิค <COUNT> ตัวจากหีบ","Valitse arkuista <COUNT> eeppistä hahmoa."
"TID_QUEST_PICK_CHARACTERS_RARE","Rare Pick","Choix rare","Sammle seltene Charaktere","Elección especial","Una scelta rara","Zeldzaamheid: zeldzaam","Ender Seçim","レアキャラ選択","희귀 선택","Редкий выбор","اختيار شخصيات نادرة","Escolha rara","稀有选择","稀有登場","Pilih Langka","เลือกตัวแรร์","Harvinaisten valinta"
"TID_QUEST_PICK_CHARACTERS_RARE_DESC","Pick <COUNT> Rare characters from Chests","Choisissez <COUNT> persos rares dans les coffres.","Sammle <COUNT> seltene Charaktere aus Truhen.","Consigue <COUNT> personajes especiales en los cofres.","Scegli <COUNT> personaggi rari dai bauli.","Rekruteer <COUNT> zeldzame personages via kisten.","Sandıklardan <COUNT> ender karakter seç.","宝箱からレアキャラクターを<COUNT>体選択する","상자에서 희귀 캐릭터 <COUNT>회 선택","Получи из сундука редкого персонажа (<COUNT>).","اختر <COUNT> من الشخصيات النادرة من الصناديق","Colete <COUNT> personagens raros em baús.","从宝箱中选择<COUNT>个稀有角色","從寶箱中選擇<COUNT>名稀有角色","Pilih <COUNT> karakter Langka dari Peti","เลือกตัวละครแรร์ <COUNT> ตัวจากหีบ","Valitse arkuista <COUNT> harvinaista hahmoa."
"TID_QUEST_BUST_SNEAKY_GOBLIN","Sneaky Goblin","Gobelin furtif","Schleichkobold","Duende furtivo","Ti veeedo!","Geniepige kobold","Sinsi Goblin","スニークゴブリン","도둑 고블린","Коварный гоблин","الغول المتسلل","Goblin Ardiloso","隐秘哥布林","隱密哥布林","Goblin Senyap","ก็อบลินลับลวง","Salahiisi"
"TID_QUEST_BUST_SNEAKY_GOBLIN_DESC","Bust a Sneaky Goblin","Butez un gobelin furtif.","Buste einen Schleichkobold.","Pilla a un duende furtivo.","Annienta un goblin furtivo.","Versla een geniepige kobold.","Bir Sinsi Goblin yok et.","スニークゴブリンを1体倒す","도둑 고블린 처치","Победи коварного гоблина.","قم بإقصاء غول متسلل","Derrote um Goblin Ardiloso.","击倒一个隐秘哥布林。","擊倒一個隱密哥布林","Tumbangkan Goblin Senyap","ปราบก็อบลินลับลวง","Jyrää salahiisi."
"TID_QUEST_BREAK_BOXES","Break Boxes","Ouvrir des boîtes","Boxenzerstörer","Rompecajas","Rompiscatole","Breek dozen","Kutu Aç","ボックスブレイク","상자 깨기","Взломай ящики","كسر الصناديق","Quebre caixas","击破宝箱","擊破寶箱","Hancurkan Kotak","ทำลายกล่อง","Hajota lippaita"
"TID_QUEST_BREAK_BOXES_DESC","Break open <COUNT> blue powerup boxes","Ouvrez <COUNT> super boîtes bleues.","Brich <COUNT> blaue Power-up-Boxen auf.","Rompe <COUNT> cajas de fuerza azules.","Apri <COUNT> casse blu contenenti oggetti speciali.","Breek <COUNT> blauwe krachtdozen open.","<COUNT> mavi ödül kutusu aç.","青いパワーアップボックスを<COUNT>個開ける","파란색 파워업 상자 <COUNT>개 깨기","Взломай синие ящики усилений (<COUNT>).","اكسر <COUNT> من صناديق التقوية الزرقاء لفتحها","Quebre <COUNT> caixas de poder azuis.","击破<COUNT>个蓝色战力宝箱。","擊破<COUNT>個藍色戰力寶箱","Hancurkan <COUNT> kotak kekuatan biru","พังกล่องสีฟ้าเพิ่มพลัง <COUNT> กล่อง","Hajota <COUNT> sinistä tehostelaatikkoa."
"TID_QUEST_FINISH_BATTLE_WITH_GEMS","<REQUIREMENT> Gem Finish","<REQUIREMENT> gemmes finales","Abschluss mit <REQUIREMENT> Juwelen","Botín de <REQUIREMENT> gemas","Un bottino da <REQUIREMENT> gemme","Eindig met <REQUIREMENT> edelstenen","<REQUIREMENT> taşla bitir.","<REQUIREMENT>エメラルド保持","보석 <REQUIREMENT>개로 마무리","Финиш с кристаллами (<REQUIREMENT>)","اختم بـ <REQUIREMENT> من الجواهر","Término com <REQUIREMENT> gemas","持有<REQUIREMENT>宝石","持有<REQUIREMENT>寶石","Perolehan <REQUIREMENT> Permata","จบการต่อสู้ด้วยอัญมณี\n<REQUIREMENT> เม็ด","Lopetus <REQUIREMENT> jalokivellä"
"TID_QUEST_FINISH_BATTLE_WITH_GEMS_DESC","Finish a battle with at least <REQUIREMENT> Gems","Finissez une partie avec au moins <REQUIREMENT> gemmes.","Schließe einen Kampf mit <REQUIREMENT> Juwelen ab.","Termina una batalla con al menos <REQUIREMENT> gemas.","Finisci una battaglia con almeno <REQUIREMENT> gemme.","Eindig een gevecht met minstens <REQUIREMENT> edelstenen.","Savaşı en az <REQUIREMENT> taşla bitir.","<REQUIREMENT>個以上のエメラルドを持ってバトルを終える","<REQUIREMENT>개 이상의 보석으로 전투 마무리","Закончи бой, имея не менее <REQUIREMENT> кристаллов.","اختم معركة بالاحتفاظ بـ <REQUIREMENT> من الجواهر على الأقل","Termine uma batalha com pelo menos <REQUIREMENT> gemas.","对战结束时持有至少<REQUIREMENT>宝石。","對戰結束時持有至少<REQUIREMENT>寶石","Akhiri laga dengan perolehan setidaknya <REQUIREMENT> Permata","จบการต่อสู้ด้วยอัญมณีอย่างน้อย <REQUIREMENT> เม็ด","Päätä ottelu niin, että hallussasi on ainakin <REQUIREMENT> jalokiveä."
"TID_QUEST_COLLECT_HIVES","Bea’s Hives","Essaims de Béa","Beas Nester","Las colmenas de Bea","L'ape regina","Bea's bijenkorven","Bea'nin Kovanı","ハチの巣","비의 벌집","Ульи Беа","خلايا نحل بي","Colmeias da Bea","贝亚蜂巢","碧兒的蜂巢","Sarang Bea","รังผึ้งของบีทริซ","Bean pesät"
